experiment_id,model_id,repeat,arm,problem_id,kernel_pass,inappropriate_assumption,leakage_risk,review_mode,reviewer_note
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,3,D,fold_stitch,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,1,D,stitch_assoc,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,1,B,map_comp,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,3,A,size_stitch,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,2,C_dynamic,surjective_comp,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,1,C,exists_and,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,1,C,left_inverse,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,1,A,double_value,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,1,A,scale_add,,,,ai_assisted,
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,3,C,scale_value,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,1,A,size_map,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,1,C_failure,double_add,,,,ai_assisted,
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,1,B,omap_comp,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,1,A,exists_or,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,2,B,tri_lower,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,3,A,omap_comp,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,3,C_dynamic,surjective_comp,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,2,C,exists_and,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,3,D,exists_or,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,1,C_dynamic,forall_and,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,3,C_failure,exists_or,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,2,C,double_value,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,1,B,exists_or,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,1,A,obind_assoc,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,3,C_failure,injective_comp,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,1,B,size_stitch,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,3,D,left_inverse,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,1,C_dynamic,scale_value,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,3,D,stitch_assoc,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,3,D,surjective_comp,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,3,A,fold_stitch,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,3,B,exists_or,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,1,A,map_stitch,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,2,A,scale_add,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。 含 1 条非致命 linter 风格警告。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,2,B,scale_add,,,,ai_assisted,
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,3,C_dynamic,exists_and,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,2,B,size_map,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,3,C_dynamic,injective_comp,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,2,A,double_even,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,3,C,obind_assoc,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,1,C,right_inverse,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,2,D,double_even,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,2,B,right_inverse,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,1,B,fold_stitch,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,2,C_failure,not_exists,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,2,C_dynamic,double_value,,,,ai_assisted,
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,1,C,scale_value,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,3,C,omap_bind,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,1,C_dynamic,right_inverse,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,3,A,map_comp,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,1,A,map_comp,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,2,C_failure,forall_and,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,2,C_failure,fold_stitch,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,3,B,double_even,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,3,D,exists_and,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,2,D,surjective_comp,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,1,D,left_inverse,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,2,C_dynamic,double_even,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。 含 1 条非致命 linter 风格警告。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,1,A,fold_stitch,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,1,C_dynamic,tri_lower,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。 含 1 条非致命 linter 风格警告。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,2,C_dynamic,obind_assoc,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,1,B,map_comp,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,3,C,surjective_comp,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,3,A,omap_identity,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,1,C,omap_bind,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,2,C,left_inverse,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,1,C_failure,stitch_assoc,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,1,C_failure,omap_bind,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,1,C_failure,size_stitch,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,1,C_dynamic,omap_comp,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,3,C,fold_stitch,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,2,D,exists_or,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,3,C_dynamic,double_add,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,3,C_dynamic,double_value,,,,ai_assisted,
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,2,C,exists_or,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,1,C,stitch_assoc,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,1,A,stitch_assoc,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,1,C_failure,not_exists,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,2,C,map_stitch,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,3,B,not_exists,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_v4_pro_0813,1,D,size_map,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,3,D,map_comp,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,3,B,fold_stitch,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
research-313f437f-70cf-49ad-82ea-6fed676c2602,deepseek_flash_v41,3,C_dynamic,map_comp,yes,no,no,ai_assisted,AI 辅助复核 PASS：独立 Lean 编译通过；imports、定理头、局部定义和假设未改变；候选仅替换证明区域；未发现占位、额外公理、不安全/本机执行构造或目标答案泄漏。
