experiment_id,model_id,repeat,representation,problem_id,kernel_pass,inappropriate_assumption,leakage_risk,review_mode,reviewer_note
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,raw,map_comp,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,normalized,tri_lower,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,normalized,surjective_comp,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,structured,stitch_assoc,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,structured,forall_and,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,structured,fold_stitch,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,raw,fold_stitch,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,structured,omap_identity,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,raw,omap_bind,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,raw,forall_and,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,normalized,omap_comp,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,normalized,double_value,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,structured,forall_and,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,structured,tri_lower,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,normalized,forall_and,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,raw,surjective_comp,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,normalized,right_inverse,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,normalized,omap_comp,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,structured,scale_value,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,structured,scale_value,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,raw,double_add,,,,ai_assisted,
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,raw,surjective_comp,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,normalized,exists_and,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,normalized,exists_or,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,structured,obind_assoc,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,normalized,scale_add,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,structured,surjective_comp,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,structured,map_stitch,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,normalized,not_exists,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,normalized,map_comp,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,normalized,stitch_assoc,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,raw,injective_comp,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,normalized,right_inverse,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,structured,double_value,,,,ai_assisted,
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,structured,double_add,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,raw,not_exists,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,normalized,map_comp,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,raw,fold_stitch,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,structured,obind_assoc,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,raw,map_stitch,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,raw,left_inverse,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,raw,left_inverse,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,raw,stitch_assoc,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,normalized,map_comp,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,raw,exists_and,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,raw,surjective_comp,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,structured,surjective_comp,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,raw,scale_value,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,raw,not_exists,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,raw,omap_identity,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,normalized,double_even,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,structured,right_inverse,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,raw,tri_lower,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,normalized,omap_bind,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,normalized,not_exists,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,normalized,double_add,,,,ai_assisted,
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,raw,size_map,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,normalized,fold_stitch,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,normalized,scale_value,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,structured,fold_stitch,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,structured,double_value,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,raw,omap_bind,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,normalized,stitch_assoc,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,structured,injective_comp,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,structured,omap_bind,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,normalized,obind_assoc,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,raw,double_add,,,,ai_assisted,
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,raw,double_add,,,,ai_assisted,
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,raw,exists_and,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,structured,omap_comp,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,normalized,obind_assoc,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,normalized,double_even,,,,ai_assisted,
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,raw,omap_identity,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,structured,scale_add,,,,ai_assisted,
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,normalized,forall_and,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,raw,double_value,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,normalized,injective_comp,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,structured,tri_lower,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,normalized,exists_or,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,normalized,surjective_comp,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,normalized,stitch_assoc,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,raw,double_even,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,raw,scale_value,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,raw,right_inverse,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,structured,double_even,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,2,normalized,size_map,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,normalized,fold_stitch,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,normalized,size_stitch,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,raw,fold_stitch,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,structured,exists_and,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,normalized,left_inverse,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,raw,forall_and,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,normalized,right_inverse,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,structured,exists_and,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,raw,forall_and,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,raw,scale_add,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,structured,omap_bind,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,structured,double_add,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,normalized,size_stitch,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,3,raw,double_value,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,structured,map_comp,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
feedback-study-8ccb89dd-3e26-47f0-8eae-d1930b95e248,deepseek,1,structured,map_stitch,yes,no,no,ai_assisted,PASS；AI 辅助复核与独立 Lean 复编译通过；候选为局部证明项，未发现额外公理、占位证明、元编程或检索示例泄漏。
